"id","Rk.pass","QBrec","Cmp","Att.pass","Cmp.","Yds.pass","TD.pass","TD.","Int","Int.","Lng.pass","Y.A.pass","AY.A","Y.C","Y.G.pass","Rate","QBR","Sk","Yds.1.pass","NY.A","ANY.A","Sk.","X4QC","GWD","Rk.rush","Att.rush","Yds.rush","TD.rush","Lng.rush","Y.A.rush","Y.G.rush","A.G","Rec.rush","Yds.1.rush","Y.R.rush","TD.1","Lng.1","R.G.rush","Y.G.1","YScm","RRTD","Fmb.rush","Rk.rec","Rec.rec","Yds.rec","Y.R.rec","TD.rec","Lng.rec","R.G.rec","Y.G.rec","Fmb.rec"
"MoorLa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123","37","457","12.4","2","44","2.8","35.2","1"
"MoorMa01","60","","2","6","33.3","53","0","0.0","2","33.3","50","8.8","-6.2","26.5","53.0","27.1","1.25","0","0","8.83","-6.17","0.0","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MoorMa02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"290","1","9","0","9","9.0","0.6","0.1","7","62","8.9","0","13","0.5","4.4","71","0","0","302","7","62","8.9","0","13","0.5","4.4","0"
"MoreKn00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","241","1038","10","31","4.3","64.9","15.1","60","548","9.1","3","35","3.8","34.3","1586","13","2","49","60","548","9.1","3","35","3.8","34.3","2"
"MorgJo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"249","2","13","0","9","6.5","0.9","0.1","20","214","10.7","0","21","1.4","15.3","227","0","2","195","20","214","10.7","0","21","1.4","15.3","2"
"MorrAl00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","276","1275","7","45","4.6","79.7","17.3","9","78","8.7","0","17","0.6","4.9","1353","7","5","272","9","78","8.7","0","17","0.6","4.9","5"
"MossSa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"211","3","25","0","18","8.3","1.6","0.2","42","452","10.8","2","28","2.6","28.3","477","2","2","100","42","452","10.8","2","28","2.6","28.3","2"
"MoyeDe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"399","2","20","10.0","1","19","0.3","2.5","0"
"MullMa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"400","2","16","8.0","1","15","0.1","1.1","0"
"MurpLo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"317","6","37","6.2","1","8","0.4","2.6","1"
"MurrDe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","217","1121","9","43","5.2","80.1","15.5","53","350","6.6","1","22","3.8","25.0","1471","10","3","65","53","350","6.6","1","22","3.8","25.0","3"
"MyerBr00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","47","522","11.1","4","27","2.9","32.6","0"
"NelsDa01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"128","36","423","11.8","2","31","3.0","35.3","0"
"NelsJo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","85","1314","15.5","8","76","5.3","82.1","0"
"NewtCa00","17","12-4-0","292","473","61.7","3379","24","5.1","13","2.7","79","7.1","6.9","11.6","211.2","88.8","56.17","43","336","5.90","5.69","8.3","4","4","44","111","585","6","56","5.3","36.6","6.9","","","","","","","","585","6","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NickHa01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","56","896","16.0","0","57","3.7","59.7","0"
"NoblDa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"401","2","63","31.5","1","62","0.3","7.9","0"
"ObomBe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"438","1","8","8.0","0","8","0.3","2.7","0"
"OgboCh00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","49","240","0","43","4.9","15.0","3.1","48","343","7.1","2","17","3.0","21.4","583","2","2","80","48","343","7.1","2","17","3.0","21.4","2"
"OgleKe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"191","21","269","12.8","2","43","1.3","16.8","0"
"OlawJa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"212","3","6","0","4","2.0","0.4","0.2","7","63","9.0","0","25","0.4","3.9","69","0","0","303","7","63","9.0","0","25","0.4","3.9","0"
"OlseGr00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31","73","816","11.2","6","31","4.6","51.0","0"
"OrtoKy00","49","0-1-0","33","51","64.7","398","2","3.9","2","3.9","39","7.8","6.8","12.1","132.7","85.3","37.33","0","0","7.80","6.82","0.0","","","291","1","8","0","8","8.0","2.7","0.3","","","","","","","","8","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"OsgoKa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"439","1","17","17.0","0","17","0.1","1.2","0"
"OsweBr00","55","","11","16","68.8","95","0","0.0","0","0.0","19","5.9","5.9","8.6","23.8","84.1","41.91","2","8","4.83","4.83","11.1","","","213","3","2","0","4","0.7","0.5","0.8","","","","","","","","2","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"OwusCh00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"235","13","114","8.8","0","20","1.4","12.7","0"
"PageEr00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"250","2","14","0","19","7.0","0.9","0.1","4","68","17.0","0","30","0.3","4.3","82","0","3","350","4","68","17.0","0","30","0.3","4.3","3"
"PainCu00","56","","8","16","50.0","57","0","0.0","2","12.5","9","3.6","-2.1","7.1","19.0","19.0","0.25","1","6","3.00","-2.29","5.9","","","214","3","-2","0","0","-0.7","-0.7","1.0","","","","","","","","-2","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PalmCa00","10","10-6-0","362","572","63.3","4274","24","4.2","22","3.8","91","7.5","6.6","11.8","267.1","83.9","51.89","41","289","6.50","5.67","6.7","3","4","114","27","3","0","10","0.1","0.2","1.7","","","","","","","","3","0","6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PalmMi00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"440","1","8","8.0","0","8","0.1","0.5","0"
"PascBe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"292","1","2","0","2","2.0","0.1","0.1","12","81","6.8","0","14","0.8","5.1","83","0","0","245","12","81","6.8","0","14","0.8","5.1","0"
"PattCo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"144","12","158","3","50","13.2","9.9","0.8","45","469","10.4","4","79","2.8","29.3","627","7","0","92","45","469","10.4","4","79","2.8","29.3","0"
"PattQu00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"293","1","26","0","26","26.0","4.3","0.2","3","34","11.3","0","29","0.5","5.7","60","0","0","371","3","34","11.3","0","29","0.5","5.7","0"
"PaulDa01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"318","6","102","17.0","0","34","0.4","6.4","1"
"PaulLo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"159","28","267","9.5","3","33","1.8","16.7","2"
"PaulNi00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"351","4","51","12.8","0","25","0.3","3.4","0"
"PeadIs00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"172","7","21","0","11","3.0","2.1","0.7","11","78","7.1","0","14","1.1","7.8","99","0","0","254","11","78","7.1","0","14","1.1","7.8","0"
"PeerCe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"163","8","17","0","5","2.1","1.1","0.5","","","","","","","","17","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PennDo20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"441","1","1","1.0","1","1","0.1","0.1","0"
"PeteAd01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","279","1266","10","78","4.5","90.4","19.9","29","171","5.9","1","22","2.1","12.2","1437","11","5","157","29","171","5.9","1","22","2.1","12.2","5"
"PetePa00","77","","1","1","100.0","17","0","0.0","0","0.0","17","17.0","17.0","17.0","1.1","118.7","47.86","0","0","17.00","17.00","0.0","","","201","4","21","0","12","5.3","1.3","0.3","6","54","9.0","0","19","0.4","3.4","75","0","3","319","6","54","9.0","0","19","0.4","3.4","3"
"PettAu00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"118","38","399","10.5","4","31","2.4","24.9","1"
"PettBr00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"105","41","416","10.1","2","31","2.9","29.7","1"
"PhilJo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"352","4","30","7.5","0","13","0.3","2.0","0"
"PierBe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","152","436","2","28","2.9","27.3","9.5","20","104","5.2","0","15","1.3","6.5","540","2","0","196","20","104","5.2","0","15","1.3","6.5","0"
"PittDe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"197","20","169","8.5","1","18","5.0","42.3","0"
"PolkCh00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"152","11","98","3","38","8.9","6.5","0.7","4","61","15.3","0","34","0.3","4.1","159","3","0","353","4","61","15.3","0","34","0.3","4.1","0"
"PondCh00","36","2-6-1","152","239","63.6","1648","7","2.9","9","3.8","47","6.9","5.8","10.8","183.1","77.9","51.16","27","119","5.75","4.75","10.2","1","0","103","34","151","4","19","4.4","16.8","3.8","","","","","","","","151","4","7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PoseDe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"219","15","155","10.3","0","42","1.2","11.9","0"
"PoweBi00","78","","1","1","100.0","30","0","0.0","0","0.0","30","30.0","30.0","30.0","1.9","118.7","10.41","0","0","30.00","30.00","0.0","","","28","176","697","1","39","4.0","43.6","11.0","36","272","7.6","0","36","2.3","17.0","969","1","1","129","36","272","7.6","0","36","2.3","17.0","1"
"PresMi00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"334","5","37","7.4","2","10","0.7","5.3","0"
"PryoTe00","30","3-6-0","156","272","57.4","1798","7","2.6","11","4.0","73","6.6","5.3","11.5","163.5","69.1","30.46","31","203","5.26","4.09","10.2","","","54","83","576","2","93","6.9","52.4","7.5","","","","","","","","576","2","7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"QuarAn00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"142","32","312","9.8","2","22","2.0","19.5","0"
"QuicBr00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"208","18","302","16.8","2","73","1.1","18.9","0"
"RainBo00","79","","0","1","0.0","0","0","0.0","0","0.0","0","0.0","0.0","","0.0","39.6","3.82","0","0","0.00","0.00","0.0","0","0","35","150","566","5","80","3.8","35.4","9.4","15","46","3.1","1","15","0.9","2.9","612","6","1","220","15","46","3.1","1","15","0.9","2.9","1"
"RandJo01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","54","164","2","19","3.0","13.7","4.5","8","61","7.6","0","13","0.7","5.1","225","2","0","287","8","61","7.6","0","13","0.7","5.1","0"
"RandRu00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"106","41","611","14.9","6","37","2.6","38.2","3"
"RedmIs20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"154","10","12","0","8","1.2","3.0","2.5","4","14","3.5","0","7","1.0","3.5","26","0","1","354","4","14","3.5","0","7","1.0","3.5","1"
"ReecMa00","80","","1","1","100.0","22","0","0.0","0","0.0","22","22.0","22.0","22.0","1.4","118.7","1.58","0","0","22.00","22.00","0.0","","","87","46","218","2","63","4.7","13.6","2.9","32","331","10.3","2","45","2.0","20.7","549","4","0","143","32","331","10.3","2","45","2.0","20.7","0"
"ReedDa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"442","1","2","2.0","0","2","0.1","0.3","0"
"ReedJo02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"294","1","18","0","18","18.0","2.0","0.1","45","499","11.1","3","38","5.0","55.4","517","3","0","93","45","499","11.1","3","38","5.0","55.4","0"
"ReisAl00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"335","5","40","8.0","0","16","1.0","8.0","0"
"ReulKo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"443","1","7","7.0","0","7","0.1","0.7","0"
"ReynDa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"295","1","0","0","0","0.0","0.0","0.1","1","4","4.0","0","4","0.1","0.4","4","0","1","444","1","4","4.0","0","4","0.1","0.4","1"
"RiceRa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19","214","660","4","47","3.1","44.0","14.3","58","321","5.5","0","22","3.9","21.4","981","4","2","54","58","321","5.5","0","22","3.9","21.4","2"
"RiceSi01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"221","15","231","15.4","3","31","1.9","28.9","1"
"RichDa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","69","215","0","14","3.1","30.7","9.9","14","121","8.6","0","19","2.0","17.3","336","0","0","225","14","121","8.6","0","19","2.0","17.3","0"
"RichSh00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"202","4","4","2","1","1.0","0.3","0.3","","","","","","","","4","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RichTr00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","188","563","3","22","3.0","35.2","11.8","35","316","9.0","1","24","2.2","19.8","879","4","3","131","35","316","9.0","1","24","2.2","19.8","3"
"RiddTh00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"159","9","25","1","7","2.8","1.8","0.6","4","26","6.5","0","8","0.3","1.9","51","1","0","355","4","26","6.5","0","8","0.3","1.9","0"
"RidlSt00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","178","773","7","29","4.3","55.2","12.7","10","62","6.2","0","24","0.7","4.4","835","7","4","259","10","62","6.2","0","24","0.7","4.4","4"
"RiveMy00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"119","38","407","10.7","4","37","2.4","25.4","0"
"RivePh00","13","9-7-0","378","544","69.5","4478","32","5.9","11","2.0","60","8.2","8.5","11.8","279.9","105.5","71.69","30","150","7.54","7.79","5.2","4","4","109","28","72","0","18","2.6","4.5","1.8","0","-9","","0","-9","0.0","-0.6","63","0","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RobeAn00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97","43","471","11.0","2","34","2.7","29.4","0"
"RobiAl00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"215","3","-4","0","9","-1.3","-0.3","0.2","18","365","20.3","2","62","1.1","22.8","361","2","0","209","18","365","20.3","2","62","1.1","22.8","0"
"RobiDe00","81","","0","1","0.0","0","0","0.0","0","0.0","0","0.0","0.0","","0.0","39.6","0.01","0","0","0.00","0.00","0.0","","","123","20","66","0","24","3.3","4.1","1.3","","","","","","","","66","0","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RobiKh00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","54","224","1","25","4.1","22.4","5.4","","","","","","","","224","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RobiMi00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"296","1","0","0","0","0.0","0.0","0.1","2","27","13.5","0","21","0.2","3.0","27","0","0","402","2","27","13.5","0","21","0.2","3.0","0"
"RodgAa00","29","6-3-0","193","290","66.6","2536","17","5.9","6","2.1","83","8.7","9.0","13.1","281.8","104.9","68.66","21","117","7.78","8.00","6.8","1","1","107","30","120","0","18","4.0","13.3","3.3","","","","","","","","120","0","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RodgJa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","96","332","2","19","3.5","22.1","6.4","52","341","6.6","2","22","3.5","22.7","673","4","1","71","52","341","6.6","2","22","3.5","22.7","1"
"RoetBe00","9","8-8-0","375","584","64.2","4261","28","4.8","14","2.4","67","7.3","7.2","11.4","266.3","92.0","54.27","42","282","6.36","6.24","6.7","1","3","115","27","99","1","19","3.7","6.2","1.7","0","5","","0","5","0.0","0.3","104","1","9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RogeDa01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"297","1","0","0","0","0.0","0.0","0.2","14","192","13.7","2","69","2.8","38.4","192","2","0","226","14","192","13.7","2","69","2.8","38.4","0"
"RomoTo00","14","8-7-0","342","535","63.9","3828","31","5.8","10","1.9","82","7.2","7.5","11.2","255.2","96.7","67.99","35","272","6.24","6.54","6.1","2","4","124","20","38","0","15","1.9","2.5","1.3","","","","","","","","38","0","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RosaDa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"445","1","13","13.0","0","13","0.1","0.9","0"
"RossJe01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"251","2","40","0","24","20.0","3.1","0.2","6","67","11.2","1","19","0.5","5.2","107","1","2","320","6","67","11.2","1","19","0.5","5.2","2"
"RoyaEd00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"216","3","21","0","15","7.0","1.4","0.2","47","631","13.4","8","54","3.1","42.1","652","8","1","85","47","631","13.4","8","54","3.1","42.1","1"
"RoysEv00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"252","2","0","0","0","0.0","0.0","0.2","1","3","3.0","0","3","0.1","0.3","3","0","0","446","1","3","3.0","0","3","0.1","0.3","0"
"RudoKy00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"152","30","313","10.4","3","31","3.8","39.1","0"
