"team","year","league","w","l","t","playoffs","pts.for","pts.ag","pt.dif","coach","o.pt.rnk","o.yd.rnk","d.pt.rnk","d.yd.rnk","pt.dif.rnk","yd.dif.rnk","n.teams","w.pct","pt.dif.gm","pt.dif.qnt","pt.dif.zs"
"buf",1993,"NFL",12,4,0,"Lost SB",329,242,87,"Levy",7,6,5,27,5,20,28,0.75,5.4375,0.851851851851852,0.964117571626682
"buf",1992,"NFL",11,5,0,"Lost SB",381,283,98,"Levy",3,2,14,12,6,4,28,0.6875,6.125,0.814814814814815,0.964707331345754
"buf",1991,"NFL",13,3,0,"Lost SB",458,318,140,"Levy",2,1,19,27,3,5,28,0.8125,8.75,0.925925925925926,1.24559089288277
"buf",1990,"NFL",13,3,0,"Lost SB",428,263,165,"Levy",1,6,6,8,1,5,28,0.8125,10.3125,1,1.57992492023541
"buf",1989,"NFL",9,7,0,"Lost Div",409,317,92,"Levy",3,5,14,11,5,5,28,0.5625,5.75,0.851851851851852,0.933936623388731
"buf",1988,"NFL",12,4,0,"Lost Conf",329,237,92,"Levy",14,12,3,4,5,6,28,0.75,5.75,0.851851851851852,1.16518983681364
"buf",1987,"NFL",7,8,0,"",270,305,-35,"Levy",24,16,12,12,19,16,28,0.466666666666667,-2.33333333333333,0.333333333333333,-0.386421338466336
"buf",1986,"NFL",4,12,0,"",287,348,-61,"Levy,Bullough",20,19,20,24,23,22,28,0.25,-3.8125,0.185185185185185,-0.623947436584852
"buf",1985,"NFL",2,14,0,"",200,381,-181,"Bullough,Stephenson",28,25,20,17,28,24,28,0.125,-11.3125,0,-1.7430427003783
"buf",1984,"NFL",2,14,0,"",250,454,-204,"Stephenson",25,27,27,23,27,26,28,0.125,-12.75,0.0370370370370371,-1.72542979400951
"buf",1983,"NFL",8,8,0,"",283,351,-68,"Stephenson",23,25,18,24,22,28,28,0.5,-4.25,0.222222222222222,-0.77232106585868
"buf",1982,"NFL",4,5,0,"",150,154,-4,"Knox",19,11,6,2,13,2,28,0.444444444444444,-0.444444444444444,0.555555555555556,-0.0730233639455998
"buf",1981,"NFL",10,6,0,"Lost Div",311,276,35,"Knox",20,8,6,7,14,4,28,0.625,2.1875,0.518518518518519,0.367101452391072
"buf",1980,"NFL",11,5,0,"Lost Div",320,260,60,"Knox",12,18,3,1,8,6,28,0.6875,3.75,0.740740740740741,0.612601731571157
"buf",1979,"NFL",7,9,0,"",268,279,-11,"Knox",23,21,8,14,17,16,28,0.4375,-0.6875,0.407407407407407,-0.142886154504279
"buf",1978,"NFL",5,11,0,"",302,354,-52,"Knox",11,20,24,24,25,23,28,0.3125,-3.25,0.111111111111111,-0.673122839770903
"buf",1977,"NFL",3,11,0,"",160,313,-153,"Ringo",26,8,25,23,28,17,28,0.214285714285714,-10.9285714285714,0,-1.73640384644723
"buf",1976,"NFL",2,12,0,"",245,363,-118,"Saban,Ringo",20,12,24,23,23,16,28,0.142857142857143,-8.42857142857143,0.185185185185185,-0.913843349667453
"buf",1975,"NFL",8,6,0,"",420,355,65,"Saban",1,1,21,24,11,9,26,0.571428571428571,4.64285714285714,0.6,0.523287699736512
"buf",1974,"NFL",9,5,0,"Lost Div",264,244,20,"Saban",12,23,12,5,12,10,26,0.642857142857143,1.42857142857143,0.56,0.227961419791329
"buf",1973,"NFL",9,5,0,"",259,230,29,"Saban",15,10,10,14,12,10,26,0.642857142857143,2.07142857142857,0.56,0.23022718782506
"buf",1972,"NFL",4,9,1,"",257,377,-120,"Saban",19,18,24,17,22,21,26,0.285714285714286,-8.57142857142857,0.16,-1.0048517488288
"buf",1971,"NFL",1,13,0,"",184,394,-210,"Johnson",26,25,26,25,26,26,26,0.0714285714285714,-15,0,-2.12213470659976
"buf",1970,"NFL",3,10,1,"",204,337,-133,"Rauch",23,17,23,8,23,12,26,0.214285714285714,-9.5,0.12,-1.32733737714146
"buf",1969,"AFL",4,10,0,"",230,359,-129,"Rauch",10,8,9,7,10,6,10,0.285714285714286,-9.21428571428571,0,-1.23806085343415
"buf",1968,"AFL",1,12,1,"",199,367,-168,"Johnson,Collier",10,10,8,5,9,10,10,0.0714285714285714,-12,0.111111111111111,-1.19035110616156
"buf",1967,"AFL",4,10,0,"",237,285,-48,"Collier",8,7,4,2,6,5,9,0.285714285714286,-3.42857142857143,0.375,-0.394938014037814
"buf",1966,"AFL",9,4,1,"Lost Conf",358,255,103,"Collier",2,3,1,3,2,3,9,0.642857142857143,7.35714285714286,0.875,0.850581924633267
"buf",1965,"AFL",10,3,1,"Won Champ",313,226,87,"Saban",3,7,1,6,2,7,8,0.714285714285714,6.21428571428571,0.857142857142857,1.04581351901159
"buf",1964,"AFL",12,2,0,"Won Champ",400,242,158,"Saban",1,1,1,1,1,1,8,0.857142857142857,11.2857142857143,1,1.59448448479515
"buf",1963,"AFL",7,6,1,"Lost Div",304,291,13,"Saban",5,2,5,3,5,2,8,0.5,0.928571428571429,0.428571428571429,0.109991334920847
"buf",1962,"AFL",7,6,1,"",309,272,37,"Saban",6,5,3,3,4,5,8,0.5,2.64285714285714,0.571428571428571,0.333584188549626
"buf",1961,"AFL",6,8,0,"",294,342,-48,"Ramsey",6,6,4,4,5,5,8,0.428571428571429,-3.42857142857143,0.428571428571429,-0.367743734937945
"buf",1960,"AFL",5,8,1,"",296,303,-7,"Ramsey",7,8,3,1,4,4,8,0.357142857142857,-0.5,0.571428571428571,-0.0796674564532787
"car",2013,"NFL",5,3,0,"",204,106,98,"Rivera",11,20,2,3,2,8,32,0.625,12.25,0.967741935483871,1.45843251646451
"car",2012,"NFL",7,9,0,"",357,363,-6,"Rivera",18,12,18,10,18,8,32,0.4375,-0.375,0.451612903225806,-0.0538779465413342
"car",2011,"NFL",6,10,0,"",406,429,-23,"Rivera",5,7,27,28,20,11,32,0.375,-1.4375,0.387096774193548,-0.208703461975753
"car",2010,"NFL",2,14,0,"",196,408,-212,"Fox",32,32,26,18,32,31,32,0.125,-13.25,0,-2.18600548598847
"car",2009,"NFL",8,8,0,"",315,308,7,"Fox",21,19,9,8,17,15,32,0.5,0.4375,0.483870967741935,0.0586715646056026
"car",2008,"NFL",12,4,0,"Lost Div",414,329,85,"Fox",7,10,12,18,8,16,32,0.75,5.3125,0.774193548387097,0.792804791126514
"car",2007,"NFL",7,9,0,"",267,347,-80,"Fox",26,29,15,16,21,23,32,0.4375,-5,0.354838709677419,-0.687779730106208
"car",2006,"NFL",8,8,0,"",270,305,-35,"Fox",27,24,8,7,20,14,32,0.5,-2.1875,0.387096774193548,-0.378258428537109
"car",2005,"NFL",11,5,0,"Lost Conf",391,259,132,"Fox",8,22,5,3,4,11,32,0.6875,8.25,0.903225806451613,1.24689855127338
"car",2004,"NFL",7,9,0,"",355,339,16,"Fox",13,13,15,20,12,19,32,0.4375,1,0.645161290322581,0.175068482245268
"car",2003,"NFL",11,5,0,"Lost SB",325,304,21,"Fox",15,16,10,8,16,11,32,0.6875,1.3125,0.516129032258065,0.212943861995893
"car",2002,"NFL",7,9,0,"",258,302,-44,"Fox",30,31,5,2,23,22,32,0.4375,-2.75,0.290322580645161,-0.495906106403581
"car",2001,"NFL",1,15,0,"",253,410,-157,"Seifert",29,30,28,31,31,31,31,0.0625,-9.8125,0,-1.60086887498941
"car",2000,"NFL",7,9,0,"",310,310,0,"Seifert",21,20,12,27,18,26,31,0.4375,0,0.433333333333333,0
"car",1999,"NFL",8,8,0,"",421,381,40,"Seifert",4,6,26,26,12,14,31,0.5,2.5,0.633333333333333,0.373567575532416
"car",1998,"NFL",4,12,0,"",336,413,-77,"Capers",12,20,27,30,23,28,30,0.25,-4.8125,0.241379310344828,-0.691616980250861
"car",1997,"NFL",7,9,0,"",265,314,-49,"Capers",27,26,13,15,20,22,30,0.4375,-3.0625,0.344827586206897,-0.553133473080809
"car",1996,"NFL",12,4,0,"Lost Conf",367,218,149,"Capers",7,23,2,10,2,13,30,0.75,9.3125,0.96551724137931,1.57977025219656
"car",1995,"NFL",7,9,0,"",289,325,-36,"Capers",25,26,8,7,22,22,30,0.4375,-2.25,0.275862068965517,-0.424652698005066
"chi",2013,"NFL",4,3,0,"",213,206,7,"Trestman",2,10,29,26,14,24,32,0.571428571428571,1,0.580645161290323,0.104173751176037
"chi",2012,"NFL",10,6,0,"",375,277,98,"Smith",16,28,3,5,6,16,32,0.625,6.125,0.838709677419355,0.880006460175125
"chi",2011,"NFL",8,8,0,"",353,341,12,"Smith",17,24,14,17,16,26,32,0.5,0.75,0.516129032258065,0.108888762769958
"chi",2010,"NFL",11,5,0,"Lost Conf",334,286,48,"Smith",21,30,4,9,10,22,32,0.6875,3,0.709677419354839,0.494944638337012
"chi",2009,"NFL",7,9,0,"",327,375,-48,"Smith",19,23,21,17,21,23,32,0.4375,-3,0.354838709677419,-0.402319300152703
"chi",2008,"NFL",9,7,0,"",375,350,25,"Smith",14,26,16,21,17,25,32,0.5625,1.5625,0.483870967741935,0.233177879743092
"chi",2007,"NFL",7,9,0,"",334,348,-14,"Smith",18,27,16,28,20,30,32,0.4375,-0.875,0.387096774193548,-0.120361452768586
"chi",2006,"NFL",13,3,0,"Lost SB",427,255,172,"Smith",2,15,3,5,2,10,32,0.8125,10.75,0.967741935483871,1.85886999166808
"chi",2005,"NFL",11,5,0,"Lost Div",260,202,58,"Smith",26,29,1,2,12,25,32,0.6875,3.625,0.645161290322581,0.547879666468605
"chi",2004,"NFL",5,11,0,"",231,331,-100,"Smith",32,32,13,21,28,32,32,0.3125,-6.25,0.129032258064516,-1.09417801403292
"chi",2003,"NFL",7,9,0,"",283,346,-63,"Jauron",23,28,22,14,23,26,32,0.4375,-3.9375,0.290322580645161,-0.638831585987678
"chi",2002,"NFL",4,12,0,"",281,379,-98,"Jauron",27,29,25,25,27,29,32,0.25,-6.125,0.161290322580645,-1.1045181460807
"chi",2001,"NFL",13,3,0,"Lost Div",338,203,135,"Jauron",11,26,1,15,3,21,31,0.8125,8.4375,0.933333333333333,1.37654330015013
"chi",2000,"NFL",5,11,0,"",216,355,-139,"Jauron",28,23,20,16,26,23,31,0.3125,-8.6875,0.166666666666667,-1.19099017328362
"chi",1999,"NFL",6,10,0,"",272,341,-69,"Jauron",25,8,20,29,24,20,31,0.375,-4.3125,0.233333333333333,-0.644404067793417
"chi",1998,"NFL",4,12,0,"",276,368,-92,"Wannstedt",25,21,23,14,24,18,30,0.25,-5.75,0.206896551724138,-0.826347560819211
"chi",1997,"NFL",4,12,0,"",263,421,-158,"Wannstedt",28,17,29,12,29,11,30,0.25,-9.875,0.0344827586206896,-1.78357323972996
"chi",1996,"NFL",7,9,0,"",283,305,-22,"Wannstedt",26,21,12,12,19,14,30,0.4375,-1.375,0.379310344827586,-0.233254668109559
"chi",1995,"NFL",9,7,0,"",392,360,32,"Wannstedt",8,9,22,19,9,12,30,0.5625,2,0.724137931034483,0.377469064893392
"chi",1994,"NFL",9,7,0,"Lost Div",271,307,-36,"Wannstedt",24,23,10,13,18,15,28,0.5625,-2.25,0.37037037037037,-0.423265868011466
"chi",1993,"NFL",7,9,0,"",234,230,4,"Wannstedt",24,28,3,4,14,26,28,0.4375,0.25,0.518518518518519,0.0443272446724911
"chi",1992,"NFL",5,11,0,"",295,361,-66,"Ditka",16,8,22,17,18,13,28,0.3125,-4.125,0.37037037037037,-0.649700855804283
"chi",1991,"NFL",11,5,0,"Lost WC",299,269,30,"Ditka",14,11,9,4,11,7,28,0.6875,1.875,0.62962962962963,0.266912334189165
"chi",1990,"NFL",11,5,0,"Lost Div",348,280,68,"Ditka",10,13,9,6,10,9,28,0.6875,4.25,0.666666666666667,0.651120573187926
"chi",1989,"NFL",6,10,0,"",358,377,-19,"Ditka",10,10,20,25,16,19,28,0.375,-1.1875,0.444444444444444,-0.192878215699847
"chi",1988,"NFL",12,4,0,"Lost Conf",312,215,97,"Ditka",18,11,1,2,4,3,28,0.75,6.0625,0.888888888888889,1.22851537142307
"chi",1987,"NFL",11,4,0,"Lost Div",356,282,74,"Ditka",9,12,4,2,6,4,28,0.733333333333333,4.93333333333333,0.814814814814815,0.817005115614539
"chi",1986,"NFL",14,2,0,"Lost Div",352,187,165,"Ditka",13,7,1,1,1,1,28,0.875,10.3125,1,1.68772667272952
"chi",1985,"NFL",15,1,0,"Won SB",456,198,258,"Ditka",2,7,1,1,1,1,28,0.9375,16.125,1,2.48455810330166
"chi",1984,"NFL",10,6,0,"Lost Conf",325,248,77,"Ditka",16,7,3,1,9,1,28,0.625,4.8125,0.703703703703704,0.651265167346727
"chi",1983,"NFL",8,8,0,"",311,301,10,"Ditka",20,6,5,8,12,5,28,0.5,0.625,0.592592592592593,0.113576627332159
"chi",1982,"NFL",3,6,0,"",141,174,-33,"Ditka",22,26,13,16,22,25,28,0.333333333333333,-3.66666666666667,0.222222222222222,-0.602442752551198
"chi",1981,"NFL",6,10,0,"",253,324,-71,"Armstrong",27,26,14,19,23,25,28,0.375,-4.4375,0.185185185185185,-0.744691517707604
"chi",1980,"NFL",7,9,0,"",304,264,40,"Armstrong",17,24,4,10,12,15,28,0.4375,2.5,0.592592592592593,0.408401154380771
"chi",1979,"NFL",10,6,0,"Lost WC",306,249,57,"Armstrong",18,24,3,6,6,11,28,0.625,3.5625,0.814814814814815,0.740410073340356
"chi",1978,"NFL",7,9,0,"",253,274,-21,"Armstrong",20,22,9,12,19,18,28,0.4375,-1.3125,0.333333333333333,-0.27183806990748
"chi",1977,"NFL",9,5,0,"Lost Div",255,253,2,"Pardee",13,3,19,22,16,8,28,0.642857142857143,0.142857142857143,0.444444444444444,0.0226980894960422
"chi",1976,"NFL",7,7,0,"",253,216,37,"Pardee",17,20,8,17,14,17,28,0.5,2.64285714285714,0.518518518518519,0.286544101166913
"chi",1975,"NFL",4,10,0,"",191,379,-188,"Pardee",24,24,25,17,25,23,26,0.285714285714286,-13.4285714285714,0.04,-1.51350903923791
"chi",1974,"NFL",4,10,0,"",152,279,-127,"Gibron",25,25,17,9,24,19,26,0.285714285714286,-9.07142857142857,0.08,-1.44755501567494
"chi",1973,"NFL",3,11,0,"",195,334,-139,"Gibron",24,26,20,17,23,23,26,0.214285714285714,-9.92857142857143,0.12,-1.10350272785115
"chi",1972,"NFL",4,9,1,"",225,275,-50,"Gibron",21,23,15,13,19,20,26,0.285714285714286,-3.57142857142857,0.28,-0.418688228678667
"chi",1971,"NFL",6,8,0,"",185,276,-91,"Dooley",25,24,12,23,24,25,26,0.428571428571429,-6.5,0.08,-0.919591706193229
"chi",1970,"NFL",6,8,0,"",256,261,-5,"Dooley",16,25,10,18,15,24,26,0.428571428571429,-0.357142857142857,0.44,-0.0498999013962955
"chi",1969,"NFL",1,13,0,"",210,339,-129,"Dooley",16,15,12,5,15,11,16,0.0714285714285714,-9.21428571428571,0.0666666666666667,-1.23806085343415
"chi",1968,"NFL",7,7,0,"",250,333,-83,"Dooley",10,9,12,11,12,11,16,0.5,-5.92857142857143,0.266666666666667,-0.588090129829817
"chi",1967,"NFL",7,6,1,"",239,218,21,"Halas",13,15,4,2,6,10,16,0.5,1.5,0.666666666666667,0.172785381141544
"chi",1966,"NFL",5,7,2,"",234,272,-38,"Halas",13,12,7,6,12,9,15,0.357142857142857,-2.71428571428571,0.214285714285714,-0.313806923651108
"chi",1965,"NFL",9,5,0,"",409,275,134,"Halas",2,3,2,8,1,2,14,0.642857142857143,9.57142857142857,1,1.61079323617876
"chi",1964,"NFL",5,9,0,"",260,379,-119,"Halas",10,8,13,13,13,13,14,0.357142857142857,-8.5,0.0769230769230769,-1.20090920057356
"chi",1963,"NFL",11,1,2,"Won Champ",301,144,157,"Halas",10,10,1,1,3,3,14,0.785714285714286,11.2142857142857,0.846153846153846,1.32835689096715
"chi",1962,"NFL",9,5,0,"",321,287,34,"Halas",4,6,5,5,4,5,14,0.642857142857143,2.42857142857143,0.769230769230769,0.306536821910468
"chi",1961,"NFL",8,6,0,"",326,302,24,"Halas",5,6,9,9,6,9,14,0.571428571428571,1.71428571428571,0.615384615384615,0.183871867468973
"chi",1960,"NFL",5,6,1,"",194,299,-105,"Halas",11,8,11,2,11,5,13,0.416666666666667,-8.75,0.166666666666667,-1.19501184679918
"chi",1959,"NFL",8,4,0,"",252,196,56,"Halas",7,8,2,5,3,8,12,0.666666666666667,4.66666666666667,0.818181818181818,0.647244531331236
"chi",1958,"NFL",8,4,0,"",298,230,68,"Halas",4,9,4,1,3,4,12,0.666666666666667,5.66666666666667,0.818181818181818,0.679271717118617
"chi",1957,"NFL",5,7,0,"",203,211,-8,"Driscoll",9,8,3,3,8,6,12,0.416666666666667,-0.666666666666667,0.363636363636364,-0.13327949390722
"chi",1956,"NFL",9,2,1,"Lost Conf",363,246,117,"Driscoll",1,1,7,8,1,1,12,0.75,9.75,1,1.67192494936555
"chi",1955,"NFL",8,4,0,"",294,251,43,"Halas",2,1,7,12,3,4,12,0.666666666666667,3.58333333333333,0.818181818181818,0.702323280959929
"chi",1954,"NFL",8,4,0,"",301,279,22,"Halas",5,4,8,7,7,7,12,0.666666666666667,1.83333333333333,0.454545454545455,0.1750246166225
"chi",1953,"NFL",3,8,1,"",218,262,-44,"Halas",6,6,7,11,7,8,12,0.25,-3.66666666666667,0.454545454545455,-0.347834732308188
"chi",1952,"NFL",5,7,0,"",245,326,-81,"Halas",8,9,11,10,11,10,12,0.416666666666667,-6.75,0.0909090909090909,-1.07347231657037
"chi",1951,"NFL",7,5,0,"",286,282,4,"Halas",4,2,8,9,6,5,12,0.583333333333333,0.333333333333333,0.545454545454545,0.0397167108766936
"chi",1950,"NFL",9,3,0,"Lost Div",279,207,72,"Halas",5,3,5,5,5,4,13,0.75,6,0.666666666666667,0.642738838820566
"chi",1949,"NFL",9,3,0,"",332,218,114,"Halas",4,1,3,2,3,2,10,0.75,9.5,0.777777777777778,0.87385189465472
"chi",1948,"NFL",10,2,0,"",375,151,224,"Halas",3,5,1,1,1,2,10,0.833333333333333,18.6666666666667,1,1.37628406804773
"chi",1947,"NFL",8,4,0,"",363,241,122,"Halas",1,1,4,6,1,1,10,0.666666666666667,10.1666666666667,1,1.23295467559331
"chi",1946,"NFL",8,2,1,"Won Champ",289,193,96,"Halas",1,2,5,3,1,1,10,0.727272727272727,8.72727272727273,1,0.868387049708781
"chi",1945,"NFL",3,7,0,"",192,235,-43,"Johnsos,Anderson",6,3,10,5,7,4,10,0.3,-4.3,0.333333333333333,-0.419423490431827
"chi",1944,"NFL",6,3,1,"",258,172,86,"Johnsos,Anderson",2,1,6,2,4,1,11,0.6,8.6,0.7,0.723825428743241
"chi",1943,"NFL",8,1,1,"Won Champ",303,157,146,"Johnsos,Anderson",1,1,2,2,1,1,10,0.8,14.6,1,1.49836407200259
"chi",1942,"NFL",11,0,0,"Lost Conf",376,84,292,"Johnsos,Anderson,Halas",1,1,1,1,1,1,10,1,26.5454545454545,1,1.90794552233637
"chi",1941,"NFL",10,1,0,"Won Champ",396,147,249,"Halas",1,1,4,4,1,1,10,0.909090909090909,22.6363636363636,1,1.74544502037168
"chi",1940,"NFL",8,3,0,"Won Champ",238,152,86,"Halas",2,3,4,5,2,2,10,0.727272727272727,7.81818181818182,0.888888888888889,1.02925759424056
"chi",1939,"NFL",8,3,0,"",298,157,141,"Halas",1,1,5,3,2,1,10,0.727272727272727,12.8181818181818,0.888888888888889,1.2425198437155
"chi",1938,"NFL",6,5,0,"",194,148,46,"Halas",2,3,4,2,3,2,10,0.545454545454545,4.18181818181818,0.777777777777778,0.613824589586167
"chi",1937,"NFL",9,1,1,"Lost Conf",201,100,101,"Halas",2,4,1,5,1,4,10,0.818181818181818,9.18181818181818,1,1.19019769513142
"chi",1936,"NFL",9,3,0,"",222,94,128,"Halas",3,2,1,8,3,4,9,0.75,10.6666666666667,0.75,1.12319059783718
"chi",1935,"NFL",6,4,2,"",192,106,86,"Halas",1,1,4,6,1,1,9,0.5,7.16666666666667,1,0.951687222183278
"chi",1934,"NFL",13,0,0,"Lost Conf",286,86,200,"Halas",1,1,2,3,1,1,11,1,15.3846153846154,1,1.81028174512226
"chi",1933,"NFL",10,2,1,"Won Champ",133,82,51,"Halas",4,3,2,3,3,3,10,0.769230769230769,3.92307692307692,0.777777777777778,0.562990558988851
"chi",1932,"NFL",7,1,6,"Won Champ",160,44,116,"Jones",1,3,1,1,1,3,8,0.5,8.28571428571429,1,1.7624647872392
"chi",1931,"NFL",8,5,0,"",145,92,53,"Jones",4,1,3,1,3,1,10,0.615384615384615,4.07692307692308,0.777777777777778,0.672439404634777
"chi",1930,"NFL",9,4,1,"",169,71,98,"Jones",5,1,2,1,4,1,11,0.642857142857143,7,0.7,1.13158389616006
"chi",1929,"NFL",4,9,2,"",119,227,-108,"Halas",7,1,9,1,9,1,12,0.266666666666667,-7.2,0.272727272727273,-0.731184656001914
"chi",1928,"NFL",7,5,1,"",182,85,97,"Halas",2,1,3,1,3,1,10,0.538461538461538,7.46153846153846,0.777777777777778,1.10336561568548
"chi",1927,"NFL",9,3,2,"",149,98,51,"Halas",4,1,4,1,4,1,12,0.642857142857143,3.64285714285714,0.727272727272727,0.514454308254531
"chi",1926,"NFL",12,1,3,"",216,63,153,"Halas",2,1,4,1,2,1,22,0.75,9.5625,0.952380952380952,2.06337987023302
"chi",1925,"NFL",9,5,3,"",158,96,62,"Halas",7,1,6,1,6,1,20,0.529411764705882,3.64705882352941,0.736842105263158,1.09075901528434
"chi",1924,"NFL",6,1,4,"",136,55,81,"Halas",3,1,5,1,3,1,19,0.545454545454545,7.36363636363636,0.888888888888889,2.62937126630284
"chi",1923,"NFL",9,2,1,"",123,35,88,"Halas",5,1,2,1,4,1,20,0.75,7.33333333333333,0.842105263157895,3.18720660832416
"chi",1922,"NFL",9,3,0,"",123,44,79,"Halas",6,1,2,1,3,1,18,0.75,6.58333333333333,0.882352941176471,2.50698922310274
"chi",1921,"APFA",9,1,1,"Won Champ",128,53,75,"Halas",7,1,4,1,4,1,21,0.818181818181818,6.81818181818182,0.85,1.90787614164869
"chi",1920,"APFA",10,1,2,"",164,21,143,"Halas",7,1,2,1,5,1,14,0.769230769230769,11,0.692307692307692,2.84834562562468
"cin",2013,"NFL",6,3,0,"",217,166,51,"Lewis",14,9,6,5,10,5,32,0.666666666666667,5.66666666666667,0.709677419354839,0.758980187139696
"cin",2012,"NFL",10,6,0,"Lost WC",391,320,71,"Lewis",12,22,8,6,10,11,32,0.625,4.4375,0.709677419354839,0.637555700739121
"cin",2011,"NFL",9,7,0,"Lost WC",344,323,21,"Lewis",18,20,9,7,13,13,32,0.5625,1.3125,0.612903225806452,0.190555334847427
"cin",2010,"NFL",4,12,0,"",322,395,-73,"Lewis",22,20,24,15,26,18,32,0.25,-4.5625,0.193548387096774,-0.752728304137538
"cin",2009,"NFL",10,6,0,"Lost WC",305,291,14,"Lewis",22,24,6,4,16,16,32,0.625,0.875,0.516129032258065,0.117343129211205
"cin",2008,"NFL",4,11,1,"",204,364,-160,"Lewis",32,32,19,12,30,26,32,0.25,-10,0.0645161290322581,-1.49233843035579
"cin",2007,"NFL",7,9,0,"",380,385,-5,"Lewis",11,10,24,27,17,17,32,0.4375,-0.3125,0.483870967741935,-0.042986233131638
"cin",2006,"NFL",8,8,0,"",373,331,42,"Lewis",8,8,17,30,10,18,32,0.5,2.625,0.709677419354839,0.45391011424453
"cin",2005,"NFL",11,5,0,"Lost WC",421,350,71,"Lewis",4,6,22,28,10,15,32,0.6875,4.4375,0.709677419354839,0.67068028136674
"cin",2004,"NFL",8,8,0,"",374,372,2,"Lewis",10,18,21,19,15,20,32,0.5,0.125,0.548387096774194,0.0218835602806584
"cin",2003,"NFL",8,8,0,"",346,384,-38,"Lewis",13,13,28,28,21,21,32,0.5,-2.375,0.354838709677419,-0.38532698837352
"cin",2002,"NFL",2,14,0,"",279,456,-177,"LeBeau",28,18,32,17,32,18,32,0.125,-11.0625,0,-1.99489501894168
"cin",2001,"NFL",6,10,0,"",226,309,-83,"LeBeau",31,23,14,9,25,16,31,0.375,-5.1875,0.2,-0.846319214166376
"cin",2000,"NFL",4,12,0,"",185,359,-174,"LeBeau,Coslet",30,29,21,22,29,28,31,0.25,-10.875,0.0666666666666667,-1.49087978526151
"cin",1999,"NFL",4,12,0,"",283,460,-177,"Coslet",24,15,31,25,30,21,31,0.25,-11.0625,0.0333333333333333,-1.65303652173094
"cin",1998,"NFL",3,13,0,"",268,452,-184,"Coslet",27,17,30,28,30,26,30,0.1875,-11.5,0,-1.65269512163842
"cin",1997,"NFL",7,9,0,"",355,405,-50,"Coslet",10,10,27,28,21,24,30,0.4375,-3.125,0.310344827586207,-0.564421911306948
"cin",1996,"NFL",8,8,0,"",372,369,3,"Coslet,Shula",5,10,23,25,14,18,30,0.5,0.1875,0.551724137931034,0.0318074547422125
"cin",1995,"NFL",7,9,0,"",349,374,-25,"Shula",14,17,24,30,19,29,30,0.4375,-1.5625,0.379310344827586,-0.294897706947962
"cin",1994,"NFL",3,13,0,"",276,406,-130,"Shula",23,18,26,15,28,16,28,0.1875,-8.125,0,-1.5284600789303
"cin",1993,"NFL",3,13,0,"",187,319,-132,"Shula",28,27,20,16,25,27,28,0.1875,-8.25,0.111111111111111,-1.46279907419221
"cin",1992,"NFL",5,11,0,"",274,364,-90,"Shula",18,26,24,26,24,27,28,0.3125,-5.625,0.148148148148148,-0.885955712460386
"cin",1991,"NFL",3,13,0,"",263,435,-172,"Wyche",23,14,28,28,27,23,28,0.1875,-10.75,0.0370370370370371,-1.53029738268455
"cin",1990,"NFL",9,7,0,"Lost Div",360,352,8,"Wyche",7,9,19,25,15,21,28,0.5625,0.5,0.481481481481482,0.0766024203750501
"cin",1989,"NFL",8,8,0,"",404,285,119,"Wyche",4,3,7,15,3,6,28,0.5,7.4375,0.925925925925926,1.20802671938325
"cin",1988,"NFL",12,4,0,"Lost SB",448,329,119,"Wyche",1,1,16,15,2,4,28,0.75,7.4375,0.962962962962963,1.50714772370459
"cin",1987,"NFL",4,11,0,"",285,370,-85,"Wyche",20,5,24,8,25,6,28,0.266666666666667,-5.66666666666667,0.111111111111111,-0.938451821989673
"cin",1986,"NFL",10,6,0,"",409,394,15,"Wyche",3,1,23,20,13,2,28,0.625,0.9375,0.555555555555556,0.153429697520865
"cin",1985,"NFL",7,9,0,"",441,437,4,"Wyche",3,3,26,22,14,11,28,0.4375,0.25,0.518518518518519,0.0385202806713436
"cin",1984,"NFL",8,8,0,"",339,339,0,"Wyche",13,5,16,13,13,9,28,0.5,0,0.555555555555556,0
"cin",1983,"NFL",7,9,0,"",346,302,44,"Gregg",16,14,6,1,8,1,28,0.4375,2.75,0.740740740740741,0.499737160261499
"cin",1982,"NFL",7,2,0,"Lost WC",232,177,55,"Gregg",4,2,15,18,9,7,28,0.777777777777778,6.11111111111111,0.703703703703704,1.004071254252
"cin",1981,"NFL",12,4,0,"Lost SB",421,304,117,"Gregg",3,2,12,12,2,5,28,0.75,7.3125,0.962962962962963,1.22716771227873
"cin",1980,"NFL",6,10,0,"",244,312,-68,"Gregg",27,19,14,9,21,12,28,0.375,-4.25,0.259259259259259,-0.694281962447311
"cin",1979,"NFL",4,12,0,"",337,421,-84,"Rice",13,23,28,28,24,27,28,0.25,-5.25,0.148148148148148,-1.09113063439631
"cin",1978,"NFL",4,12,0,"",252,284,-32,"Rice,Johnson",21,11,12,10,21,8,28,0.25,-2,0.259259259259259,-0.414229439859017
"cin",1977,"NFL",8,6,0,"",238,235,3,"Johnson",14,13,16,21,15,14,28,0.571428571428571,0.214285714285714,0.481481481481482,0.0340471342440634
"cin",1976,"NFL",10,4,0,"",335,210,125,"Johnson",6,15,7,5,6,11,28,0.714285714285714,8.92857142857143,0.814814814814815,0.968054395834166
